TRIP_MILES,TRIP_MINUTES,ESTIMATED_MINUTES,TRIP_MILES_SQ,FARE
0.4986808165753758,52.0,0.5355378194310304,0.11548425108330773,37.25
1.298751968663353,56.9,1.2954120447785933,1.0650546149423967,45.25
-1.0202150194883748,5.7,-1.3487288600728649,-0.6688560524244148,6.0
-0.12099563512787698,27.0,0.13622826292684784,-0.3656166480052693,22.75
-0.9210667872158544,7.566666666666666,-1.0617004065856999,-0.6583557169037944,7.5
-0.8232956137248967,9.0,-0.7730905291123797,-0.6424347037885428,9.5
-0.878377964987408,8.0,-0.7730905291123797,-0.6520841349269576,8.75
0.230154354170633,27.166666666666668,0.4406523802617198,-0.12025518947009495,28.25
0.02084141937308968,19.433333333333334,0.40269820459399547,-0.2750934704011487,24.25
-0.050765637268175026,32.86666666666667,0.40269820459399547,-0.32224848593255645,24.25
0.5537631678378871,58.0,0.5355378194310304,0.16899473285088062,36.5
1.269833734250535,39.0,1.2954120447785933,1.024285220119462,44.5
1.269833734250535,31.616666666666667,1.2954120447785933,1.024285220119462,43.5
1.0054384481904801,21.933333333333334,1.0226164071668253,0.6739582365342509,39.0
2.312267231893562,67.7,1.8955624475244839,2.7993907345003124,62.25
0.223269060262819,23.0,0.4406523802617198,-0.12575152737706138,27.5
-0.4377191548873172,13.0,-0.12470669478875666,-0.5257643091149825,15.75
0.33067964522471605,29.9,0.4406523802617198,-0.03688684574985586,29.5
-1.0023132553280587,6.0,-1.0617004065856999,-0.6673806763338765,6.5
-1.018837960706812,7.216666666666667,-1.3487288600728649,-0.6687491411135061,6.5
-1.0711661944061979,4.0,-1.3487288600728649,-0.6720409129632245,5.0
-0.878377964987408,11.0,-0.7730905291123797,-0.6520841349269576,9.0
-0.916935610871166,7.483333333333333,-1.0617004065856999,-0.657794843718874,8.0
-0.9885426675124308,5.0,-1.0617004065856999,-0.6661196711282882,6.25
0.044251418659656996,32.0,0.40269820459399547,-0.2590342949764154,44.25
-0.9417226689392961,9.716666666666667,-1.0617004065856999,-0.6610120517825228,8.25
1.1872102073567676,26.0,1.2954120447785933,0.9104657937367968,42.5
-0.8921485528030358,16.0,-1.0617004065856999,-0.6542223611451291,10.25
1.0274713886954847,50.21666666666667,1.0226164071668253,0.7016082428508722,52.76
-0.6993603233842463,17.0,-0.5754125308429825,-0.6143088050725952,12.5
-0.8191644373802084,9.783333333333333,-0.7730905291123797,-0.6416402705090223,9.5
1.4116707887515014,28.616666666666667,1.4258795236363961,1.228880025147365,45.75
1.3386866733286742,50.0,1.4258795236363961,1.122150189335771,46.5
1.68295136871937,39.0,1.568207682390362,1.6525947703821509,49.75
0.7052396338097934,30.0,0.8004263371120227,0.3251948994039695,34.75
-1.0119526667989982,7.716666666666667,-1.0617004065856999,-0.6681981366649774,6.5
-0.47903091833420075,28.0,-0.36429242869126627,-0.542376682040776,17.5
1.2973749098817906,38.0,1.2954120447785933,1.0631022499262668,44.25
-1.0849367822218257,5.866666666666666,-1.3487288600728649,-0.6726440024093754,5.5
-0.6580485599373628,15.0,-0.5754125308429825,-0.6029597582223006,12.5
-0.713130911199874,12.683333333333334,-0.5754125308429825,-0.6178725154362144,11.75
-0.20499622080320684,22.816666666666666,0.09432052729373552,-0.4137426375449801,20.75
0.44359846531286434,18.85,0.39558179665629717,0.06372821134090129,30.0
-0.9968050202018076,6.666666666666667,-1.0617004065856999,-0.6668894325668299,6.75
-0.9128044345264777,8.283333333333333,-1.0617004065856999,-0.6572241017975621,8.25
-0.9472309040655473,6.9,-1.0617004065856999,-0.6616787397520859,9.0
-1.0436250187749423,8.816666666666666,-1.3487288600728649,-0.670505776191204,6.5
-0.974772079696803,6.0,-1.0617004065856999,-0.664749013296127,6.5
-1.0147067843621238,6.733333333333333,-1.0617004065856999,-0.6684218280231862,6.5
-0.9334603162499195,8.0,-1.0617004065856999,-0.6599791240402061,8.75
-0.94860796284711,7.083333333333333,-1.0617004065856999,-0.6618426704288124,7.25
-0.9059191406186639,17.183333333333334,-1.0617004065856999,-0.6562509347367277,10.75
1.2175055005511488,38.28333333333333,1.2954120447785933,0.9517412354313658,42.75
-0.974772079696803,8.0,-1.0617004065856999,-0.664749013296127,7.25
-0.9610014918811751,10.0,-1.0617004065856999,-0.6632687028373929,7.75
0.07867788819872659,20.45,0.40269820459399547,-0.23484218423877037,24.75
1.3979002009358739,54.25,1.4258795236363961,1.2085065671301214,47.75
-0.7007373821658089,15.533333333333333,-0.5754125308429825,-0.6146701104771529,12.5
-0.6910979706948696,13.15,-0.5754125308429825,-0.6121179455936688,12.0
-1.0298544309593143,6.0,-1.3487288600728649,-0.6695737288653344,6.0
-0.13338916416194202,15.85,0.13622826292684784,-0.3729737909851777,20.75
-0.9251979635605427,11.833333333333334,-1.0617004065856999,-0.6589067213523231,8.75
0.5813043434691427,25.333333333333332,0.5355378194310304,0.19640788949410423,32.75
2.0781672390278887,31.183333333333334,1.7919791764313195,2.346042915197334,56.5
-0.8893944352399104,9.466666666666667,-1.0617004065856999,-0.6538034881116206,8.75
1.7380337199818812,37.11666666666667,1.537369914660336,1.7438257556907992,49.17
-0.09345445949662128,17.0,0.13622826292684784,-0.3489494487661892,21.75
0.30589258715658596,26.0,0.4406523802617198,-0.05798620415501224,28.5
0.140645533369052,25.0,0.4888858118394527,-0.18956935604248623,25.75
1.2822272632846,33.4,1.2954120447785933,1.0416986054823707,44.25
-0.9802803148230541,5.533333333333333,-1.0617004065856999,-0.6653104347441803,6.25
1.2464237349639673,36.18333333333333,1.2954120447785933,0.9916356022942493,44.25
1.421310200222441,27.0,1.4258795236363961,1.2432066890722469,45.25
2.4389566397973383,35.0,2.071891221980786,3.0579472418541354,63.25
-1.0160838431436865,5.0,-1.0617004065856999,-0.6685320289128919,5.75
-0.5520150337570283,8.916666666666666,-0.36429242869126627,-0.5693133980215406,16.65
0.30589258715658596,12.0,0.4406523802617198,-0.05798620415501224,27.0
-1.0436250187749423,5.0,-1.3487288600728649,-0.670505776191204,5.5
1.326293144294609,20.8,1.4258795236363961,1.1043321857808084,55.14
-0.7200162051076879,10.75,-0.5754125308429825,-0.6196132508830591,11.25
-0.9623785506627379,6.183333333333334,-1.0617004065856999,-0.6634216682514621,7.0
0.9572413908357829,34.416666666666664,1.0226164071668253,0.6144524974088053,39.5
-0.5754250330435956,13.0,-0.36429242869126627,-0.5773010436042432,13.0
0.15441612118467982,42.3,0.4888858118394527,-0.1792071828313477,29.5
-0.9706409033521146,6.966666666666667,-1.0617004065856999,-0.6643164336842969,9.0
0.22464611904438175,13.766666666666667,0.4406523802617198,-0.1246544528481996,26.25
0.8732408051604531,22.533333333333335,0.9000560482397988,0.5139531238390825,37.75
-0.9678867857889891,7.183333333333334,-1.0617004065856999,-0.6640225646450816,7.25
-1.0367397248671284,5.933333333333334,-1.3487288600728649,-0.6700534591065909,5.75
-0.4060468029113733,8.05,-0.12470669478875666,-0.512359823779579,15.75
0.1681867090003076,29.5,0.4888858118394527,-0.16873535699363626,28.0
0.29900729324877223,30.2,0.4406523802617198,-0.06378408678505401,30.0
-0.6029662086748513,9.666666666666666,-0.36429242869126627,-0.5862925589832206,12.5
1.294620792318665,46.3,1.2954120447785933,1.0592008094728034,43.5
-1.0849367822218257,2.0,-1.3487288600728649,-0.6726440024093754,4.5
1.1899643249198932,90.96666666666667,1.2954120447785933,0.9141961760928065,46.87
1.3799984367755573,55.0,1.4258795236363961,1.1821850023844305,46.25
-0.6277532667429814,21.766666666666666,-0.5754125308429825,-0.594009910841421,15.25
0.7548137499460535,42.483333333333334,0.8004263371120227,0.37919662493858874,35.5
-0.9265750223421055,20.2,-1.0617004065856999,-0.6590881964493013,11.0
1.3676049077414922,48.61666666666667,1.4258795236363961,1.164070936737721,46.25
-0.9417226689392961,7.966666666666667,-1.0617004065856999,-0.6610120517825228,7.5
0.9999302130642291,25.55,1.0226164071668253,0.667089596005725,40.0
1.3414407908917996,37.1,1.4258795236363961,1.126121807470241,45.04
-0.9334603162499195,7.0,-1.0617004065856999,-0.6599791240402061,7.5
-0.974772079696803,8.0,-1.0617004065856999,-0.664749013296127,7.5
0.9834055076854756,33.86666666666667,1.0226164071668253,0.6465889409416563,40.5
-0.6415238545586092,27.633333333333333,-0.5754125308429825,-0.598143814863219,13.81
0.9668808023067224,28.883333333333333,1.0226164071668253,0.626246185659853,39.5
1.2216366768958373,37.35,1.2954120447785933,0.9574108244883175,43.25
0.44359846531286434,39.0,0.39558179665629717,0.06372821134090129,34.25
-0.7544426746467575,7.95,-0.7730905291123797,-0.6279057307676342,10.5
-0.9610014918811751,8.0,-1.0617004065856999,-0.6632687028373929,7.0
1.1803249134489537,34.85,1.0605705828345495,0.901159027056422,42.25
-0.38952209753261985,12.833333333333334,-0.12470669478875666,-0.5051359087409567,16.5
0.21638376635500498,20.45,0.4888858118394527,-0.13122045212738462,27.0
-0.8921485528030358,10.0,-1.0617004065856999,-0.6542223611451291,8.75
1.2285219708036512,33.0,1.2954120447785933,0.9668820701085514,42.75
1.159669031725512,29.0,1.0605705828345495,0.8734032059551583,42.0
1.3799984367755573,29.0,1.4258795236363961,1.1821850023844305,46.0
0.6074684603188356,32.25,0.5355378194310304,0.2228566512866193,33.75
-1.0684120768430723,4.566666666666666,-1.3487288600728649,-0.6719071367588055,5.0
-0.21738974983727186,26.0,0.09432052729373552,-0.4204977876050033,20.5
1.3249160855130462,39.0,1.4258795236363961,1.1023578902393631,44.25
-1.0147067843621238,5.483333333333333,-1.0617004065856999,-0.6684218280231862,6.25
-0.9293291399052311,10.516666666666667,-1.0617004065856999,-0.6594478570644604,8.5
0.31966317497221375,16.0,0.4406523802617198,-0.046308199424999016,27.5
-0.764082086117697,7.1,-0.7730905291123797,-0.6301048141935537,10.25
-1.0849367822218257,4.0,-1.3487288600728649,-0.6726440024093754,5.0
-0.6442779721217348,24.0,-0.5754125308429825,-0.5989574373523899,15.75
-0.12925798781725362,20.416666666666668,0.13622826292684784,-0.37053127872826636,21.5
-0.974772079696803,7.0,-1.0617004065856999,-0.664749013296127,6.5
-1.0160838431436865,12.333333333333334,-1.0617004065856999,-0.6685320289128919,7.5
1.2147513829880232,30.0,1.2954120447785933,0.9479669920247268,42.25
-0.4556209190476334,16.416666666666668,-0.12470669478875666,-0.5330841702018562,15.75
0.6804525757416633,39.833333333333336,0.8004263371120227,0.2987269484018042,36.0
-0.7530656158651947,14.65,-0.7730905291123797,-0.62758718988744,11.5
1.294620792318665,29.35,1.2954120447785933,1.0592008094728034,44.0
-0.8398203191036503,15.583333333333334,-0.7730905291123797,-0.6455137495427097,9.6
-1.069789135624635,6.716666666666667,-1.3487288600728649,-0.6719745731241479,5.75
-0.8893944352399104,10.95,-1.0617004065856999,-0.6538034881116206,9.0
1.3028831450080416,40.93333333333333,1.2954120447785933,1.0709182891483826,44.25
-0.21738974983727186,20.0,0.09432052729373552,-0.4204977876050033,20.5
0.2824825878700187,17.966666666666665,0.4406523802617198,-0.07758715941805013,27.5
-1.0298544309593143,9.0,-1.3487288600728649,-0.6695737288653344,6.75
-1.0160838431436865,3.5166666666666666,-1.0617004065856999,-0.6685320289128919,5.75
-0.9472309040655473,8.0,-1.0617004065856999,-0.6616787397520859,7.5
0.30313846959346047,32.333333333333336,0.4406523802617198,-0.06030864678582612,29.75
-0.7503114983020692,16.05,-0.7730905291123797,-0.6269468185482543,11.75
-0.7558197334283202,13.283333333333333,-0.7730905291123797,-0.6282231751215628,11.75
0.15441612118467982,15.0,0.4888858118394527,-0.1792071828313477,25.5
-1.0312314897408772,4.283333333333333,-1.3487288600728649,-0.6696718679661171,5.5
1.2326531471483393,21.35,1.2954120447785933,0.9725779757958799,42.5
-1.0023132553280587,7.1,-1.0617004065856999,-0.6673806763338765,6.5
-1.0394938424302538,4.716666666666667,-1.3487288600728649,-0.6702376755192332,5.75
-0.35784974555667576,17.05,-0.12470669478875666,-0.4908487197616413,17.75
-1.0780514883140118,3.85,-1.3487288600728649,-0.6723561642646216,4.75
-0.94860796284711,8.4,-1.0617004065856999,-0.6618426704288124,7.5
0.31690905740908826,32.38333333333333,0.4406523802617198,-0.04865257258112743,30.5
0.16405553265561934,36.916666666666664,0.4888858118394527,-0.1718884182707398,29.0
-1.0078214904543097,5.116666666666666,-1.0617004065856999,-0.6678543756806714,6.0
0.9200608037335877,37.86666666666667,1.0226164071668253,0.5694658625678765,39.25
-1.05739560659057,4.0,-1.3487288600728649,-0.6713281708905007,5.5
0.29625317568564646,13.866666666666667,0.4406523802617198,-0.06609556415321079,27.25
-0.974772079696803,7.6,-1.0617004065856999,-0.664749013296127,7.0
1.2519319700902183,25.433333333333334,1.2954120447785933,0.9992893556290372,43.0
-0.713130911199874,13.016666666666667,-0.5754125308429825,-0.6178725154362144,11.92
0.4986808165753758,14.0,0.5355378194310304,0.11548425108330773,30.5
-0.2779803362260343,13.7,0.09432052729373552,-0.45224441605038784,18.5
-0.9885426675124308,8.0,-1.0617004065856999,-0.6661196711282882,7.0
-0.9885426675124308,7.95,-1.0617004065856999,-0.6661196711282882,6.75
-0.9513620804102357,6.716666666666667,-1.0617004065856999,-0.6621672422034682,9.0
0.16405553265561934,31.4,0.4888858118394527,-0.1718884182707398,31.1
1.2973749098817906,43.1,1.2954120447785933,1.0631022499262668,47.0
0.6088455191003985,26.0,0.5355378194310304,0.2242596566436198,34.0
-1.0298544309593143,3.5,-1.3487288600728649,-0.6695737288653344,9.0
-1.0436250187749423,5.0,-1.3487288600728649,-0.670505776191204,5.75
-0.11824151756475146,17.116666666666667,0.13622826292684784,-0.36396966555414445,21.25
1.3386866733286742,41.0,1.4258795236363961,1.122150189335771,47.5
-0.40329268534824764,10.233333333333333,-0.12470669478875666,-0.5111668032024659,16.25
-0.25457033693946696,13.65,0.09432052729373552,-0.44023032601992856,18.5
-1.0739203119693235,4.783333333333333,-1.3487288600728649,-0.6721703030625805,9.0
0.732780809441049,26.0,0.8004263371120227,0.3550204138317968,35.0
-0.7833609090595761,14.666666666666666,-0.7730905291123797,-0.6343417916843304,10.75
-1.0160838431436865,7.0,-1.0617004065856999,-0.6685320289128919,6.5
-0.9196897284342916,11.0,-1.0617004065856999,-0.6581698557017532,8.25
-1.0339856073040026,3.8666666666666667,-1.3487288600728649,-0.6698648565888854,5.5
-0.9472309040655473,5.0,-1.0617004065856999,-0.6616787397520859,7.0
0.3637290559822229,31.866666666666667,0.39558179665629717,-0.008201718638386441,30.0
-1.0546414890274445,2.7333333333333334,-1.3487288600728649,-0.6711724641607671,5.0
-0.7269014990155019,17.0,-0.5754125308429825,-0.6213265731732606,13.0
1.3042602037896045,55.28333333333333,1.2954120447785933,1.0728750402695764,45.5
-0.8260497312880223,10.55,-0.7730905291123797,-0.6429588433435612,9.5
2.068527827556949,30.033333333333335,1.7919791764313195,2.328054950071184,56.25
0.5165825807356921,45.15,0.5355378194310304,0.1326827172981336,34.75
-0.6057203262379769,13.716666666666667,-0.5754125308429825,-0.5871675869432723,12.92
1.3882607894649344,44.5,1.4258795236363961,1.1943103898308616,46.75
-1.0601497241536957,5.75,-1.3487288600728649,-0.6714794915151713,5.75
1.8137719529678344,49.7,1.537369914660336,1.8721330353594081,56.75
-0.8453285542299013,9.333333333333334,-0.7730905291123797,-0.6465050092869287,9.25
1.249177852527093,29.966666666666665,1.2954120447785933,0.9954602859091121,43.5
1.2959978511002275,32.333333333333336,1.2954120447785933,1.0611509814364017,43.5
-0.9885426675124308,6.0,-1.0617004065856999,-0.6661196711282882,6.25
-1.0105756080174353,8.15,-1.0617004065856999,-0.6680846461964745,6.75
-0.841197377885213,12.333333333333334,-0.7730905291123797,-0.6457632092681631,10.0
-1.0436250187749423,3.0,-1.3487288600728649,-0.670505776191204,5.25
0.34858140938503235,26.216666666666665,0.4406523802617198,-0.02142747019247611,29.75
-0.8563450244824036,13.333333333333334,-0.7730905291123797,-0.6484348955146116,9.75
1.4047854948436873,48.266666666666666,1.4258795236363961,1.2186795895604214,46.75
-0.7406720868311297,11.0,-0.5754125308429825,-0.6246709782837339,11.0
1.9859043006631825,29.0,1.1602002939623262,2.176076409641152,55.5
-0.8907714940214732,14.366666666666667,-1.0617004065856999,-0.6540134728915077,9.75
-0.2063732795847696,14.516666666666667,0.09432052729373552,-0.4144975958789344,19.5
0.6776984581785378,22.016666666666666,0.8004263371120227,0.29580799548243375,33.5
1.2519319700902183,59.666666666666664,1.2954120447785933,0.9992893556290372,44.5
0.8746178639420158,42.666666666666664,0.9000560482397988,0.5155677587653684,39.0
-0.7971314968752039,11.366666666666667,-0.7730905291123797,-0.6372366210258548,10.5
1.7628207780500114,37.0,1.537369914660336,1.7854520857904015,51.75
-0.9334603162499195,8.866666666666667,-1.0617004065856999,-0.6599791240402061,7.75
-0.8880173764583477,12.75,-1.0617004065856999,-0.6535924068054677,9.87
-0.885263258895222,9.766666666666667,-1.0617004065856999,-0.653166954614365,8.75
0.1957278846315634,28.0,0.4888858118394527,-0.1474627474384945,27.5
0.041497301096531485,38.1,0.40269820459399547,-0.2609400576262522,29.0
-1.0023132553280587,6.0,-1.0617004065856999,-0.6673806763338765,6.25
-0.9472309040655473,9.0,-1.0617004065856999,-0.6616787397520859,7.75
1.2271449120220883,61.766666666666666,1.2954120447785933,0.964985627931973,44.0
-0.5272279756888982,17.583333333333332,-0.36429242869126627,-0.5605104851602686,15.5
0.29212199934095817,14.0,0.4406523802617198,-0.06955455625845267,26.75
-0.4377191548873172,25.0,-0.12470669478875666,-0.5257643091149825,18.25
1.1128490331523775,44.88333333333333,1.0605705828345495,0.8114034178383119,41.5
-0.6718191477529906,12.0,-0.5754125308429825,-0.6068524264656384,11.5
0.6873378696494771,46.8,0.8004263371120227,0.3060435199098804,36.75
0.08556318210654061,44.0,0.4888858118394527,-0.22992152262131169,44.75
-0.9885426675124308,7.0,-1.0617004065856999,-0.6661196711282882,6.5
-1.0023132553280587,6.0,-1.0617004065856999,-0.6673806763338765,6.25
-0.9527391391917984,9.716666666666667,-1.0617004065856999,-0.6623278833013975,8.0
1.057766681889866,32.21666666666667,1.0605705828345495,0.7400853495153008,41.0
-1.0023132553280587,7.0,-1.0617004065856999,-0.6673806763338765,6.5
-1.013329725580561,7.666666666666667,-1.0617004065856999,-0.6683105306072146,6.75
1.1872102073567676,39.0,1.2954120447785933,0.9104657937367968,42.75
-0.7406720868311297,13.0,-0.5754125308429825,-0.6246709782837339,11.75
-0.5754250330435956,13.0,-0.36429242869126627,-0.5773010436042432,13.5
0.4050408194291065,30.583333333333332,0.39558179665629717,0.02854287652619076,30.5
1.2271449120220883,29.533333333333335,1.2954120447785933,0.964985627931973,43.75
-0.10447092974912355,20.066666666666666,0.13622826292684784,-0.3556689617225763,21.87
-0.7957544380936411,14.0,-0.7730905291123797,-0.636952072459898,11.25
1.421310200222441,32.0,1.4258795236363961,1.2432066890722469,47.75
1.2230137356774002,36.18333333333333,1.2954120447785933,0.959302880559833,53.94
1.3042602037896045,53.916666666666664,1.2954120447785933,1.0728750402695764,46.75
-0.5988350323301629,25.466666666666665,-0.36429242869126627,-0.5849717930961501,16.0
-0.7158850287629996,17.566666666666666,-0.5754125308429825,-0.6185720991937494,13.0
1.3593425550521157,30.933333333333334,1.4258795236363961,1.1520442366552062,45.6
-0.21738974983727186,12.7,0.09432052729373552,-0.4204977876050033,19.0
1.312522556478981,44.916666666666664,1.2954120447785933,1.0846385740483162,45.0
0.8649784524710763,58.833333333333336,0.9000560482397988,0.5042883413329476,40.75
-0.7792297327148876,9.016666666666667,-0.7730905291123797,-0.6334519606196913,10.58
1.1307507973126936,37.56666666666667,1.0605705828345495,0.834959543341834,41.75
0.35133552694815784,24.166666666666668,0.4406523802617198,-0.01903265682812413,29.0
0.6639278703629098,26.0,0.8004263371120227,0.2812790224615249,34.25
-0.47903091833420075,32.0,-0.36429242869126627,-0.542376682040776,18.25
-0.3289315111438573,22.35,-0.12470669478875666,-0.47729729990662995,19.0
1.2904896159739765,44.93333333333333,1.2954120447785933,1.0533568727396005,44.75
-0.6222450316167304,13.833333333333334,-0.5754125308429825,-0.5923256464972613,13.0
-1.0160838431436865,5.0,-1.0617004065856999,-0.6685320289128919,6.25
1.2422925586192788,26.0,1.2954120447785933,0.9859068008189482,43.0
1.6967219565349976,24.533333333333335,1.568207682390362,1.6752380377694531,50.5
0.9668808023067224,53.0,1.0226164071668253,0.626246185659853,40.25
-0.9926738438571192,7.4,-1.0617004065856999,-0.6665094862157548,7.0
1.3483260847996137,25.016666666666666,1.4258795236363961,1.1360700420160672,44.5
-0.45424386026607066,24.133333333333333,-0.12470669478875666,-0.5325276831219987,17.75
0.41743434846317157,36.61666666666667,0.39558179665629717,0.039758695435199234,33.5
-0.7544426746467575,17.066666666666666,-0.7730905291123797,-0.6279057307676342,13.59
-0.8921485528030358,10.0,-1.0617004065856999,-0.6542223611451291,8.75
1.3166537328236696,51.36666666666667,1.2954120447785933,1.0905351440422737,47.0
0.3788767025794137,32.71666666666667,0.39558179665629717,0.005156712593856628,33.25
0.9049131571363969,45.3,0.9000560482397988,0.551367148288887,38.25
-0.6718191477529906,14.0,-0.5754125308429825,-0.6068524264656384,12.5
-0.4019156265666849,20.983333333333334,-0.12470669478875666,-0.5105686481245107,18.25
-1.0491332539011933,2.45,-1.3487288600728649,-0.6708478923861114,5.0
0.10759612261154516,16.233333333333334,0.4888858118394527,-0.21399118903280145,24.5
0.5813043434691427,29.65,0.5355378194310304,0.19640788949410423,32.75
1.3249160855130462,61.666666666666664,1.4258795236363961,1.1023578902393631,46.25
0.9338313915492155,41.68333333333333,1.0226164071668253,0.5860343744430409,40.93
-1.0243461958330633,5.683333333333334,-1.3487288600728649,-0.6691702071995461,6.0
0.5895666961585195,22.066666666666666,0.5355378194310304,0.20471736553579825,32.75
-1.05739560659057,8.0,-1.3487288600728649,-0.6713281708905007,6.25
-0.5341132695967121,14.433333333333334,-0.36429242869126627,-0.5629913758364804,14.75
-1.0174609019252492,8.75,-1.3487288600728649,-0.6686411332763319,7.0
0.9531102144910946,64.0,1.0226164071668253,0.6094145074809136,43.0
-0.7186391463261251,9.933333333333334,-0.5754125308429825,-0.6192672968462215,11.25
0.490418463885999,24.7,0.39558179665629717,0.1076089994428423,31.5
0.7052396338097934,25.0,0.8004263371120227,0.3251948994039695,34.75
1.3290472618577347,61.28333333333333,1.4258795236363961,1.1082840664424956,43.75
-1.0670350180615096,3.0166666666666666,-1.3487288600728649,-0.6718386038671975,5.0
0.6350096359500914,28.116666666666667,0.5355378194310304,0.25112509841711184,34.5
-0.8646073771717803,11.0,-0.7730905291123797,-0.6498362560822133,9.25
-0.07279857777317958,48.3,0.13622826292684784,-0.3361612111921254,27.5
0.28523670543314417,33.56666666666667,0.4406523802617198,-0.07529761257520812,30.5
0.19848200219468892,41.333333333333336,0.4888858118394527,-0.14531136290513438,31.0
-0.9251979635605427,10.1,-1.0617004065856999,-0.6589067213523231,9.0
0.6529114001104075,16.116666666666667,0.8004263371120227,0.2697347939359305,33.25
-0.28624268891541105,35.0,0.09432052729373552,-0.4564090228076264,22.25
0.30589258715658596,18.0,0.4406523802617198,-0.05798620415501224,28.0
-0.8646073771717803,19.0,-0.7730905291123797,-0.6498362560822133,12.0
0.7355349270041747,35.46666666666667,0.8004263371120227,0.35802708885242585,37.92
-0.974772079696803,7.35,-1.0617004065856999,-0.664749013296127,7.0
-1.0436250187749423,3.7666666666666666,-1.3487288600728649,-0.670505776191204,5.25
